Node,Relative Closeness,Rank
8,0.7683538159476218,1.0
24,0.7620325828660247,2.0
38,0.6963683131583602,3.0
10,0.6329339192375953,4.0
36,0.5946987048032653,5.0
30,0.5819849833025815,6.0
18,0.5803315154780752,7.0
22,0.5737888115655048,8.0
37,0.5555400304546865,9.0
19,0.554434996675244,10.0
39,0.528972079173527,11.0
7,0.5275922603731696,12.0
28,0.5241965959107497,13.0
25,0.5161418014344312,14.0
6,0.4840376392374645,15.0
11,0.4742436912948363,16.0
40,0.4645122690443831,17.0
12,0.4576951164263367,18.0
29,0.4566492622762695,19.0
33,0.438298952253742,20.0
41,0.438298952253742,20.0
21,0.4260675727797693,21.0
23,0.4106091079805702,22.0
5,0.4088292412585474,23.0
31,0.3958472624397082,24.0
15,0.382998368175281,25.0
9,0.3795022224147388,26.0
20,0.3708164956711565,27.0
16,0.363352574305393,28.0
3,0.363352574305393,28.0
32,0.3480977084023682,29.0
34,0.3479448301073783,30.0
42,0.3479448301073783,30.0
26,0.3413757397026435,31.0
13,0.3392546431971686,32.0
17,0.3109564909863014,33.0
4,0.3109564909863014,33.0
2,0.2697854679595891,34.0
27,0.2534945698559739,35.0
14,0.2140323854902753,36.0
35,0.1866602523123497,37.0
1,0.1426826749377716,38.0
