Node,Relative Closeness,Rank
329,0.9894165791602194,1.0
341,0.8260476549142901,2.0
340,0.614814357427499,3.0
339,0.4786860615581523,4.0
355,0.4450994451497506,5.0
324,0.42796144502944505,6.0
335,0.3967232774518273,7.0
322,0.3500797502235755,8.0
350,0.3386510109277998,9.0
356,0.3386510109277998,9.0
333,0.32341802210402626,10.0
211,0.3204029508600274,11.0
343,0.317050369174706,12.0
368,0.24586843795966726,13.0
372,0.24416479817270223,14.0
331,0.2379297605139545,15.0
126,0.22913521511594917,16.0
371,0.2175364150875499,17.0
353,0.21288836953686843,18.0
351,0.21288836953686843,18.0
352,0.21288836953686843,18.0
345,0.19151560534136802,19.0
330,0.18877245820263686,20.0
325,0.16581823391656147,21.0
332,0.16080336302228,22.0
348,0.15967760024959268,23.0
337,0.1544591685565363,24.0
369,0.15405980103569905,25.0
362,0.13867930807537804,26.0
361,0.13867930807537804,26.0
328,0.1329356386177225,27.0
377,0.12793727868058452,28.0
338,0.1176666855914243,29.0
220,0.1102651772156058,30.0
336,0.10487732484477404,31.0
334,0.10487732484477404,31.0
349,0.104249657325615,32.0
347,0.104249657325615,32.0
346,0.104249657325615,32.0
357,0.09982905671178743,33.0
370,0.09982905671178743,33.0
354,0.09982905671178743,33.0
359,0.09669551168157942,34.0
323,0.09507479151275268,35.0
326,0.09507479151275268,35.0
379,0.09449540870795285,36.0
360,0.08384349671230258,37.0
344,0.07671797374491045,38.0
376,0.06831611528307714,39.0
367,0.0639927802971418,40.0
366,0.0639927802971418,40.0
375,0.06320536509379192,41.0
327,0.06178442453573495,42.0
374,0.05470380214457791,43.0
364,0.03727832233491361,44.0
380,0.03256114436894663,45.0
358,0.03224707131578968,46.0
321,0.03156071215018652,47.0
373,0.02371320516176302,48.0
342,0.022471404184446837,49.0
363,0.020040898601649097,50.0
365,0.012599482749428209,51.0
378,0.009383159478021721,52.0
381,0.0,53.0
