Node,Relative Closeness,Rank
61,0.9165675607012176,1.0
53,0.874409694746224,2.0
56,0.8638580850758274,3.0
51,0.8446948935609042,4.0
55,0.8274698379507344,5.0
65,0.8211114507346993,6.0
25,0.7322862404926068,7.0
32,0.7240306878036479,8.0
68,0.7126790091629874,9.0
58,0.7035447775785084,10.0
54,0.6914369878339645,11.0
62,0.6808015016692496,12.0
66,0.6613744785641658,13.0
29,0.6527684794814558,14.0
36,0.650363033859705,15.0
4,0.634955592972493,16.0
81,0.6331914272459345,17.0
3,0.6331563335087983,18.0
8,0.6319082318570567,19.0
7,0.6309087374530236,20.0
12,0.6189632229941251,21.0
16,0.6170548296243387,22.0
57,0.6153539341003272,23.0
37,0.6073204396719036,24.0
52,0.6041566155403291,25.0
40,0.6023321358796577,26.0
23,0.6020112802832133,27.0
1,0.5997448654278871,28.0
5,0.5972435401152912,29.0
30,0.5970611299057617,30.0
45,0.5655509513628285,31.0
49,0.5636714618242907,32.0
27,0.556540118558905,33.0
60,0.5555839946060211,34.0
34,0.5538332271668369,35.0
9,0.5534160531236477,36.0
13,0.5519329906530455,37.0
64,0.5455542845869913,38.0
43,0.510760343076245,39.0
47,0.5092755643914472,40.0
11,0.49660483965911156,41.0
15,0.4954303033691029,42.0
87,0.4734251873824586,43.0
39,0.46824200634216245,44.0
42,0.4647877308676552,45.0
24,0.4547382021153908,46.0
31,0.4513570055360213,47.0
88,0.42845833828343177,48.0
17,0.42348435268453266,49.0
20,0.42180516706022464,50.0
77,0.41456563643023014,51.0
79,0.41325374015629857,52.0
46,0.38660442145180385,53.0
50,0.3853993683369173,54.0
70,0.35042335924631274,55.0
73,0.3491203295374697,56.0
69,0.3432925373545002,57.0
72,0.34220195553744454,58.0
71,0.28563471953641584,59.0
74,0.2847321467103431,60.0
59,0.23862647246250182,61.0
63,0.23080212108212217,62.0
82,0.21320452534962364,63.0
89,0.1942424108920667,64.0
90,0.183183785486829,65.0
67,0.18113596228168105,66.0
38,0.1710133305041595,67.0
26,0.16785940432408192,68.0
41,0.16684636013972504,69.0
33,0.1637194326105751,70.0
28,0.11004264253162262,71.0
35,0.10683498847618385,72.0
2,0.09819895929798456,73.0
6,0.09534912016622502,74.0
78,0.06934819764588128,75.0
80,0.06687052515987629,76.0
18,0.060338811803210254,77.0
19,0.060338811803210254,77.0
22,0.05794108087888828,78.0
21,0.05794108087888828,78.0
44,0.045652831880832564,79.0
48,0.04341688717421159,80.0
10,0.04326323597252982,81.0
14,0.041548749152940455,82.0
83,0.03995850235795679,83.0
84,0.03995850235795679,83.0
85,0.038545668946491085,84.0
86,0.038545668946491085,84.0
75,0.027011079953502347,85.0
76,0.02593423846837796,86.0
