Node,Relative Closeness
379,0.26936887290311257
380,0.18834739901865016
340,0.5950705327673524
361,0.3936305036662337
371,0.3240907335023787
376,0.2394824460918433
211,0.4832163697399927
332,0.4035157793530809
322,0.44979997152534806
350,0.5908712881351527
356,0.5908712881351527
341,0.7025281258115084
353,0.5212913924792065
329,0.867720257927853
333,0.4708698240244533
335,0.4374754984571626
367,0.25337718513833135
352,0.5212913924792065
362,0.3936305036662337
369,0.290181658771365
378,0.09603345182429725
339,0.5400671556833542
355,0.6291915619917233
331,0.5328017793977083
351,0.5212913924792065
343,0.3532108982877006
220,0.3754875204548676
324,0.4936874967584454
377,0.24455481767388978
330,0.39823595907058595
373,0.10149081970246676
364,0.20837388114441796
347,0.33466665814856905
325,0.31769433943173714
323,0.2441301215789456
374,0.1742699341582384
328,0.3799244235465201
357,0.3347473253567837
337,0.331948785337409
344,0.28002483291455393
334,0.2955929794517795
336,0.2955929794517795
349,0.33466665814856905
359,0.32719863667140087
375,0.2769363554355205
348,0.36968339926532934
326,0.2441301215789456
126,0.3328020321683328
346,0.33466665814856905
360,0.3035319883629224
321,0.10511194929281038
345,0.3590754776065984
366,0.25337718513833135
327,0.2262598678318786
370,0.28274029639706966
372,0.31012407186550667
365,0.08203681416765667
338,0.36840609864965845
354,0.3347473253567837
363,0.09970095873013786
368,0.34328862954572387
381,0.10384304903512344
358,0.10356186927790978
342,0.0877388849831437
